book_id;title;num_pages;ratings_count;description;genre;book_id_mapping
18405;Gone with the Wind;947.0;;Margaret Mitchell's monumental epic of the South won a Pulitzer Prize, gave rise to the most popular motion picture of our time, and inspired a sequel that became the fastest selling novel of the century. It is one of the most popular books ever written: more than 28 million copies of the book have been sold in more than 37 countries. Today, more than 60 years after its initial publication, its achievements are unparalleled, and it remains the most revered American saga and the most beloved work by an American writer...;['fiction', 'history, historical fiction, biography'];160
12938;King Lear;193.0;;King Lear divides his kingdom among the two daughters who flatter him and banishes the third one who loves him. His eldest daughters both then reject him at their homes, so Lear goes mad and wanders through a storm. His banished daughter returns with an army, but they lose the battle and Lear, all his daughters and more, die.    ([source][1])        [1]: https://www.shakespeare.org.uk/explore-shakespeare/shakespedia/shakespeares-plays/king-lear/;['history, historical fiction, biography', 'young-adult'];161
5907;The Hobbit;310.0;;The Hobbit is a tale of high adventure, undertaken by a company of dwarves in search of dragon-guarded gold. A reluctant partner in this perilous quest is Bilbo Baggins, a comfort-loving unambitious hobbit, who surprises even himself by his resourcefulness and skill as a burglar.    Encounters with trolls, goblins, dwarves, elves, and giant spiders, conversations with the dragon, Smaug, and a rather unwilling presence at the Battle of Five Armies are just some of the adventures that befall Bilbo.    Bilbo Baggins has taken his place among the ranks of the immortals of children’s fiction. Written by Professor Tolkien for his children, The Hobbit met with instant critical acclaim when published.;['fantasy, paranormal', 'fiction', 'young-adult'];162
41899;Fantastic Beasts and Where to Find Them;114.0;;The book 'Fantastic Beasts and Where to Find' is a copy of Harry Potter's textbook that was written by Newt Scamander, a magizoologist and fictional character from Series. The book has the same name as previously mentioned in the first novel of Harry Potter series, Harry Potter and the Sorcerer's Stone.;['children', 'fantasy, paranormal', 'fiction', 'young-adult'];163
310612;A Confederacy of Dunces;391.0;;"A Confederacy of Dunces is an American comic masterpiece. John Kennedy Toole's hero is one Ignatius J. Reilly, ""huge, obese, fractious, fastidious, a latter-day Gargantua, a Don Quixote of the French Quarter. His story bursts with wholly original characters, denizens of New Orleans' lower depths, incredibly true-to-life dialogue, and the zaniest series of high and low comic adventures.""";['fiction'];164
7735333;Matched Matched 1;369.0;;Cassia has always followed the autocratic Society without question. So when Xander's face is displayed on the screen at the Matching ceremony, she knows that they are the perfect mates. However, Ky Markham's face also flashed on the screen, if only briefly. Although the Society claims it was a glitch and Cassia knows she is to be with Xander, she cannot stop thinking about Ky. In the Society, Officials decide. Who you love. Where you work. When you die. Cassia has always trusted their choices, but she begins to question just how perfect her world really is when she notices things are not what they seem. As Cassia begins to doubt the Society’s infallibility, she is faced with an impossible choice: between Xander and Ky, between the only life she’s known and a path that no one else has dared to follow. - Publisher.;['children', 'fantasy, paranormal', 'fiction', 'young-adult'];165
12812550;Days of Blood Starlight Daughter of Smoke Bone 2;;;;['fiction'];166
6186357;The Maze Runner Maze Runner 1;;;;['fiction'];167
43448;Flowers in the Attic Dollanganger 1;2064.0;;Contains:     - [Flowers in the Attic](https://openlibrary.org/works/OL134834W)   - [Petals on the Wind](https://openlibrary.org/works/OL134890W)   - [If There Be Thorns](https://openlibrary.org/works/OL134891W)   - [Seeds of Yesterday](https://openlibrary.org/works/OL8256742W)   - [Garden of Shadows](https://openlibrary.org/works/OL134888W);['fiction'];168
65119;The Miserable Mill A Series of Unfortunate Events 4;;;;['fiction'];169
168668;Catch22 Catch22 1;463.0;;*Catch-22* is like no other novel. It has its own rationale, its own extraordinary character. It moves back and forth from hilarity to horror. It is outrageously funny and strangely affecting. It is totally original. Set in the closing months of World War II in an American bomber squadron off Italy, *Catch-22* is the story of a bombardier named Yossarian, who is frantic and furious because thousands of people he hasn't even met keep trying to kill him. *Catch-22* is a microcosm of the twentieth-century world as it might look to someone dangerously sane. It is a novel that lives and moves and grows with astonishing power and vitality -- a masterpiece of our time. - Back cover.;['fiction', 'history, historical fiction, biography'];170
16096824;A Court of Thorns and Roses A Court of Thorns and Roses 1;452.0;;When nineteen-year-old huntress Feyre kills a wolf in the woods, a terrifying creature arrives to demand retribution. Dragged to a treacherous magical land she knows about only from legends, Feyre discovers that her captor is not truly a beast, but one of the lethal, immortal faeries who once ruled her world.    At least, he's not a beast all the time.    As she adapts to her new home, her feelings for the faerie, Tamlin, transform from icy hostility into a fiery passion that burns through every lie she's been told about the beautiful, dangerous world of the Fae. But something is not right in the faerie lands. An ancient, wicked shadow is growing, and Feyre must find a way to stop it, or doom Tamlin-and his world-forever.;['children', 'fantasy, paranormal', 'fiction', 'romance', 'young-adult'];171
2728527;The Guernsey Literary and Potato Peel Pie Society;288.0;;"""I wonder how the book got to Guernsey? Perhaps there is some sort of secret homing instinct in books that brings them to their perfect readers."" January 1946: London is emerging from the shadow of the Second World War, and writer Juliet Ashton is looking for her next book subject. Who could imagine that she would find it in a letter from a man she's never met, a native of the island of Guernsey, who has come across her name written inside a book by Charles Lamb....As Juliet and her new correspondent exchange letters, Juliet is drawn into the world of this man and his friends--and what a wonderfully eccentric world it is. The Guernsey Literary and Potato Peel Pie Society--born as a spur-of-the-moment alibi when its members were discovered breaking curfew by the Germans occupying their island--boasts a charming, funny, deeply human cast of characters, from pig farmers to phrenologists, literature lovers all. Juliet begins a remarkable correspondence with the society's members, learning about their island, their taste in books, and the impact the recent German occupation has had on their lives. Captivated by their stories, she sets sail for Guernsey, and what she finds will change her forever. Written with warmth and humor as a series of letters, this novel is a celebration of the written word in all its guises, and of finding connection in the most surprising ways. From the Hardcover edition.";['fiction', 'history, historical fiction, biography'];172
1618;The Curious Incident of the Dog in the NightTime;256.0;;This is Christopher's murder mystery story. There are no lies in this story because Christopher can't tell lies. Christopher does not like strangers or the colours yellow or brown or being touched. On the other hand, he knows all the countries in the world and their capital cities and every prime number up to 7507. When Christohper decides to find out who killed the neighbour's dog, his mystery story becomes more complicated than he could ever have predicted.;['fiction', 'mystery, thriller, crime', 'young-adult'];173
8709526;The Indigo Spell Bloodlines 3;414.0;;In the aftermath of a forbidden moment that rocked Sydney to her core, she finds herself struggling to draw the line between her Alchemist teachings and what her heart is urging her to do. Then she meets alluring, rebellious Marcus Finch—a former Alchemist who escaped against all odds, and is now on the run. Marcus wants to teach Sydney the secrets he claims the Alchemists are hiding from her. But as he pushes her to rebel against the people who raised her, Sydney finds that breaking free is harder than she thought. There is an old and mysterious magic rooted deeply within her. And as she searches for an evil magic user targeting powerful young witches, she realizes that her only hope is to embrace her magical blood—or else she might be next.;['fiction'];174
307791;The City of Ember Book of Ember 1;270.0;202775.0;"Many hundreds of years ago, the city of Ember was created by the Builders to contain everything needed for human survival. It worked...but now the storerooms are almost out of food, crops are blighted, corruption is spreading through the city and worst of all--the lights are failing. Soon Ember could be engulfed by darkness...
But when two children, Lina and Doon, discover fragments of an ancient parchment, they begin to wonder if there could be a way out of Ember. Can they decipher the words from long ago and find a new future for everyone? Will the people of Ember listen to them?";['young-adult', 'fantasy, paranormal', 'fiction', 'children', 'mystery, thriller, crime'];175
11337;The Bluest Eye;176.0;;Each night Pecola prayed for blue eyes.    In her eleven years, no one had ever noticed Pecola. But with blue eyes, she thought, everything would be different. She would be so pretty that her parents would stop fighting. Her father would stop drinking. Her brother would stop running away. If only she could be beautiful. If only people would look at her.    When someone finally did, it was her father, drunk. He raped her. Soon she would bear his child...;['fiction'];176
16793;Stardust;232.0;;"E-book extra: Neil Gaiman's ""Writing and the Imagination.""In the tranquil fields and meadows of long-ago England, there is a small hamlet that has stood on a jut of granite for 600 years. Just to the east stands a high stone wall, for which the village is named. Here, in the hamlet of Wall, young Tristran Thorn has lost his heart to the hauntingly beautiful Victoria Forester. And here, one crisp October eve, Tristran makes his love a promise -- an impetuous vow that will send him through the only breach in the wall, across the pasture ... and into the most exhilarating adventure of his life.";['comics, graphic', 'fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'romance'];177
5664985;Along for the Ride;;;"It’s been so long since Auden slept at night. Ever since her parents’ divorce—or since the fighting started. Now she has the chance to spend a carefree summer with her dad and his new family in the charming beach town where they live.A job in a clothes boutique introduces Auden to the world of girls: their talk, their friendship, their crushes. She missed out on all that, too busy being the perfect daughter to her demanding mother. Then she meets Eli, an intriguing loner and a fellow insomniac who becomes her guide to the nocturnal world of the town. Together they embark on parallel quests: for Auden, to experience the carefree teenage life she’s been denied; for Eli, to come to terms with the guilt he feels for the death of a friend.In her signature pitch-perfect style, Sarah Dessen explores the hearts of two lonely people learning to connect.";['fiction', 'young-adult'];179
140075;All Together Dead Sookie Stackhouse 7;337.0;;Louisiana cocktail waitress Sookie Stackhouse has her hands full dealing with every sort of undead and paranormal creature imaginable. And after being betrayed by her longtime vampire love, Sookie must not only deal with a new man in her life-the shapeshifter Quinn-but also contend with the long-planned vampire summit.The summit is a tense situation. The vampire queen of Louisiana is in a precarious position, her power base weakened by hurricane damage to New Orleans. And there are some vamps who would like to finish what nature started. Soon, Sookie must decide what side she'll stand with. And her choice may mean the difference between survival and all-out catastrophe.;['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'romance'];180
5060378;The Girl Who Played with Fire Millennium 2;638.0;;Mikael Blomkvist på Millennium har fått korn på ett hett nyhetsstoff. Journalisten Dag Svensson och hans sambo Mia Bergman har hittat avslöjande uppgifter om en omfattande sexhandel mellan Östeuropa och Sverige. Många av de personer som utpekas i traffickinghärvan har höga positioner i samhället.    Samtidigt återvänder Lisbeth Salander till Sverige och händelser i hennes mörka förflutna börjar göra sig påminda. När Dag och Mia blir brutalt mördade riktas misstankarna mot Salander och en stor polisjakt drar igång. Salander bestämmer sig för att en gång för alla göra upp med det förgångna och straffa dem som förtjänar det. Blomkvist och Salanders vägar korsas ännu en gång.;['fiction', 'mystery, thriller, crime'];181
17212231;Inferno Robert Langdon 4;;;;['fiction'];182
285205;Blood Bound Mercy Thompson 2;342.0;;Mechanic Mercy Thompson has friends in low places-and in dark ones. And now she owes one of them a favor. Since she can shapeshift at will, she agrees to act as some extra muscle when her vampire friend Stefan goes to deliver a message to another of his kind.But this new vampire is hardly ordinary-and neither is the demon inside of him.;['fantasy, paranormal', 'fiction', 'romance'];183
16068905;Fangirl;443.0;;"Cath is a Simon Snow fan.    Okay, the whole world is a Simon Snow fan...    But for Cath, being a fan is her life—and she’s really good at it. She and her twin sister, Wren, ensconced themselves in the Simon Snow series when they were just kids; it’s what got them through their mother leaving.    Reading. Rereading. Hanging out in Simon Snow forums, writing Simon Snow fan fiction, dressing up like the characters for every movie premiere.    Cath’s sister has mostly grown away from fandom, but Cath can’t let go. She doesn’t want to.    Now that they’re going to college, Wren has told Cath she doesn’t want to be roommates. Cath is on her own, completely outside of her comfort zone. She’s got a surly roommate with a charming, always-around boyfriend, a fiction-writing professor who thinks fan fiction is the end of the civilized world, a handsome classmate who only wants to talk about words... And she can’t stop worrying about her dad, who’s loving and fragile and has never really been alone.    For Cath, the question is: Can she do this?    Can she make it without Wren holding her hand? Is she ready to start living her own life? Writing her own stories?    And does she even want to move on if it means leaving Simon Snow behind?";['fiction', 'young-adult'];184
10335308;Is Everyone Hanging Out Without Me;222.0;;"Mindy Kaling has lived many lives: the obedient child of immigrant professionals, a timid chubster afraid of her own bike, a Ben Affleck - impersonating Off-Broadway performer and playwright, and, finally, a comedy writer and actress prone to starting fights with her friends and coworkers with the sentence ""Can I just say one last thing about this, and then I swear I'll shut up about it?""    Perhaps you want to know what Mindy thinks makes a great best friend (someone who will fill your prescription in the middle of the night), or what makes a great guy (one who is aware of all elderly people in any room at any time and acts accordingly), or what is the perfect amount of fame (so famous you can never get convicted of murder in a court of law), or how to maintain a trim figure (you will not find that information in these pages). If so, you've come to the right book, mostly!    In Is Everyone Hanging Out Without Me?, Mindy invites readers on a tour of her life and her unscientific observations on romance, friendship, and Hollywood, with several conveniently placed stopping points for you to run errands and make phone calls. Mindy Kaling really is just a Girl Next Door - not so much literally anywhere in the continental United States, but definitely if you live in India or Sri Lanka.";['fiction', 'non-fiction'];185
29056083;Harry Potter and the Cursed Child Parts One and Two Harry Potter 8;343.0;288018.0;"The Eighth Story. Nineteen Years Later.
It was always difficult being Harry Potter and it isn't much easier now that he is an overworked employee of the Ministry of Magic, a husband, and father of three school-age children.
While Harry grapples with a past that refuses to stay where it belongs, his youngest son Albus must struggle with the weight of a family legacy he never wanted. As past and present fuse ominously, both father and son learn the uncomfortable truth: sometimes, darkness comes from unexpected places.";['fantasy, paranormal', 'fiction', 'young-adult', 'children', 'mystery, thriller, crime'];186
21;A Short History of Nearly Everything;592.0;;A Short History of Nearly Everything by American author Bill Bryson is a popular science book that explains some areas of science, using easily accessible language that appeals more so to the general public than many other books dedicated to the subject. It was one of the bestselling popular science books of 2005 in the United Kingdom, selling over 300,000 copies.    A Short History deviates from Bryson's popular travel book genre, instead describing general sciences such as chemistry, paleontology, astronomy, and particle physics. In it, he explores time from the Big Bang to the discovery of quantum mechanics, via evolution and geology.    Bill Bryson wrote this book because he was dissatisfied with his scientific knowledge—that was, not much at all. He writes that science was a distant, unexplained subject at school. Textbooks and teachers alike did not ignite the passion for knowledge in him, mainly because they never delved in the whys, hows, and whens.    The ebook can be found elsewhere on the web at:  http://www.huzheng.org/bookstore/AShortHistoryofNearlyEverything.pdf;['fiction', 'non-fiction'];187
76778;The Martian Chronicles;262.0;;This is a collection of science fiction short stories, cleverly cobbled together to form a coherent and very readable novel about a future colonization of Mars. As the stories progress chronologically the author tells how the first humans colonized Mars, initially sharing the planet with a handful of Martians. When Earth is devastated by nuclear war the colony is left to fend for itself and the colonists determine to build a new Earth on Mars.;['fiction', 'non-fiction'];188
4214;Life of Pi;347.0;;After the tragic sinking of a cargo ship, one solitary lifeboat remains bobbing on the wild, blue Pacific. The only survivors from the wreck are a sixteen-year-old boy named Pi, a hyena, a zebra (with a broken leg), a female orang-utan… and a 450-pound Royal Bengal tiger. The scene is set for one of the most extraordinary works of fiction in recent years.;['fiction', 'young-adult'];189
2839;Bridge to Terabithia;152.0;;The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.;['children', 'fiction', 'history, historical fiction, biography', 'young-adult'];190
13496;A Game of Thrones A Song of Ice and Fire 1;93.0;;Contains:  [A Game of Thrones](https://openlibrary.org/works/OL1955941W/A_Game_of_Thrones)  A Clash of Kings  A Storm of Swords  A Feast for Crows  A Dance with Dragons;['fantasy, paranormal', 'fiction'];191
66559;Sharp Objects;254.0;208394.0;Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the murders of two preteen girls. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows, a beautiful thirteen-year-old with an eerie grip on the town. Now, installed in her old bedroom in her family's Victorian mansion, Camille finds herself identifying with the young victims--a bit too strongly. Dogged by her own demons, she must unravel the psychological puzzle of her own past if she wants to get the story--and survive this homecoming.;['mystery, thriller, crime', 'fiction'];192
1295;The Clan of the Cave Bear Earths Children 1;1.0;;Contains:  [Clan of the Cave Bear](https://openlibrary.org/works/OL2746462W/Clan_of_the_Cave_Bear)  Valley of the Horses  Mammoth Hunters  Plains of Passage;['history, historical fiction, biography'];193
13188676;Ignite Me Shatter Me 3;;;;['fiction'];194
6479259;Spirit Bound Vampire Academy 5;432.0;;Nach ihrer langen Reise zu Dimitris Geburtsort in Sibirien ist Rose Hathaway endlich an die Vampirakademie und zu ihrer besten Freundin Lissa zurückgekehrt. Die beiden Mädchen stehen kurz davor, ihren Abschluss zu machen und können es kaum erwarten, die Akademie zu verlassen. Doch Rose trauert immer noch um den Verlust ihrer großen Liebe, und bald scheinen ihre schlimmsten Befürchtungen wahr zu werden. Dimitri hat ihr Blut gekostet und ist nun auf der Jagd nach ihr. Und dieses Mal wird er nicht eher ruhen, bis Rose sich ihm angeschlossen hat ... für immer.;['fiction'];195
113946;How the Grinch Stole Christmas;64.0;;The Grinch tries to stop Christmas from arriving by stealing all the presents and food from the village, but much to his surprise it comes anyway. Could Christmas be more than presents?;['children', 'fantasy, paranormal', 'fiction', 'young-adult'];196
2120932;The Battle of the Labyrinth Percy Jackson and the Olympians 4;;;;['fiction'];197
1656001;The Host The Host 1;640.0;;"The author of the Twilight series of # 1 bestsellers delivers her brilliant first novel for adults: a gripping story of love and betrayal in a future with the fate of humanity at stake. Melanie Stryder refuses to fade away. The earth has been invaded by a species that take over the minds of their human hosts while leaving their bodies intact, and most of humanity has succumbed.Wanderer, the invading ""soul"" who has been given Melanie's body, knew about the challenges of living inside a human: the overwhelming emotions, the too vivid memories. But there was one difficulty Wanderer didn't expect: the former tenant of her body refusing to relinquish possession of her mind.Melanie fills Wanderer's thoughts with visions of the man Melanie loves-Jared, a human who still lives in hiding. Unable to separate herself from her body's desires, Wanderer yearns for a man she's never met. As outside forces make Wanderer and Melanie unwilling allies, they set off to search for the man they both love.Featuring what may be the first love triangle involving only two bodies, THE HOST is a riveting and unforgettable novel that will bring a vast new readership to one of the most compelling writers of our time.";['fantasy, paranormal', 'fiction', 'non-fiction', 'romance'];198
186074;The Name of the Wind The Kingkiller Chronicle 1;662.0;416634.0;"Told in Kvothe's own voice, this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen.
The intimate narrative of his childhood in a troupe of traveling players, his years spent as a near-feral orphan in a crime-ridden city, his daringly brazen yet successful bid to enter a legendary school of magic, and his life as a fugitive after the murder of a king form a gripping coming-of-age story unrivaled in recent literature.
A high-action story written with a poet's hand, The Name of the Windis a masterpiece that will transport readers into the body and mind of a wizard.";['fantasy, paranormal', 'fiction', 'young-adult', 'romance'];199
37732;Are You There God Its Me Margaret;154.0;;Are You There God? It's Me, Margaret. is a 1970 novel by Judy Blume, typically categorized as a young adult book. It follows a sixth-grade girl who has grown up without a religious affiliation, due to her parents' interfaith marriage. The novel explores her quest for a single religion, while confronting typical issues faced by early adolescent girls going through puberty, such as buying her first bra, having her first period, and feeling attracted to certain boys. The novel has been frequently challenged since the 1980s for its frank discussions of sexual and religious topics.    In 2010, the book was placed on Time's list of the top 100 fiction books written in English since 1923.;['children', 'fiction', 'young-adult'];200
1625;Twelfth Night;154.0;;Presents the original text of Shakespeare's play side by side with a modern version, with discussion questions, role-playing scenarios, and other study activities.;['children', 'fiction', 'history, historical fiction, biography', 'young-adult'];201
18692431;Everything Everything;210.0;;"Life, the Universe and Everything is the third book in the five-volume Hitchhiker's Guide to the Galaxy science fiction ""trilogy"" by British writer Douglas Adams. The title refers to the Answer to Life, the Universe, and Everything.      ----------  Also contained in:     - [Hitch Hiker's Guide to the Galaxy: A Trilogy in Four Parts][1]   - [Hitchhiker's Trilogy](https://openlibrary.org/works/OL2163696W)   - [More Than Complete Hitchhiker's Guide][2]   - [Ultimate Hitchhiker's Guide to the Galaxy](https://openlibrary.org/works/OL2163706W)      [1]: https://openlibrary.org/works/OL2163692W    [2]: https://openlibrary.org/works/OL2163713W";['fantasy, paranormal', 'fiction', 'non-fiction'];202
10964;Outlander Outlander 1;745.0;;Unrivaled storytelling. Unforgettable characters. Rich historical detail. These are the hallmarks of Diana Gabaldon’s work. Her New York Times bestselling Outlander novels have earned the praise of critics and captured the hearts of millions of fans. Here is the story that started it all, introducing two remarkable characters, Claire Beauchamp Randall and Jamie Fraser, in a spellbinding novel of passion and history that combines exhilarating adventure with a love story for the ages.    One of the top ten best-loved novels in America, as seen on PBS’s The Great American Read!    Scottish Highlands, 1945. Claire Randall, a former British combat nurse, is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenach—an “outlander”—in a Scotland torn by war and raiding clans in the year of Our Lord . . . 1743.    Claire is catapulted into the intrigues of a world that threatens her life, and may shatter her heart. Marooned amid danger, passion, and violence, Claire learns her only chance of safety lies in Jamie Fraser, a gallant young Scots warrior. What begins in compulsion becomes urgent need, and Claire finds herself torn betw;['fiction', 'history, historical fiction, biography', 'romance'];203
23395680;Illuminae The Illuminae Files 1;90.0;;;['fiction'];204
5043;The Pillars of the Earth Kingsbridge 1;1040.0;;The Pillars of the Earth is a historical novel by Welsh author Ken Follett published in 1989 about the building of a cathedral in the fictional town of Kingsbridge, England. Set in the 12th century, the novel covers the time between the sinking of the White Ship and the murder of Thomas Becket, but focuses primarily on the Anarchy. The book traces the development of Gothic architecture out of the preceding Romanesque architecture, and the fortunes of the Kingsbridge priory and village against the backdrop of historical events of the time.      ----------     See also:     - [The Pillars of the Earth: 1/2](https://openlibrary.org/works/OL23632562W)   - [The Pillars of the Earth: 2/2](https://openlibrary.org/works/OL23632516W);['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime'];206
6936382;Anna and the French Kiss Anna and the French Kiss 1;372.0;267364.0;"Anna is looking forward to her senior year in Atlanta, where she has a great job, a loyal best friend, and a crush on the verge of becoming more. Which is why she is less than thrilled about being shipped off to boarding school in Paris--until she meets Etienne St. Clair. Smart, charming, beautiful, Etienne has it all...including a serious girlfriend.
But in the City of Light, wishes have a way of coming true. Will a year of romantic near-misses end with their long-awaited French kiss?";['young-adult', 'romance', 'fiction'];207
99561;Looking for Alaska;272.0;;Before. Miles “Pudge” Halter is done with his safe life at home. His whole life has been one big non-event, and his obsession with famous last words has only made him crave “the Great Perhaps” even more (Francois Rabelais, poet). He heads off to the sometimes crazy and anything-but-boring world of Culver Creek Boarding School, and his life becomes the opposite of safe. Because down the hall is Alaska Young. The gorgeous, clever, funny, sexy, self-destructive, screwed up, and utterly fascinating Alaska Young. She is an event unto herself. She pulls Pudge into her world, launches him into the Great Perhaps, and steals his heart. Then. . . .   After. Nothing is ever the same.;['children', 'fiction', 'young-adult'];208
4980;Breakfast of Champions;296.0;;Breakfast Of Champions is vintage Vonnegut. One of his favorite characters, aging writer Kilgore Trout, finds to his horror that a Midwest car dealer is taking his fiction as truth. The result is murderously funny satire as Vonnegut looks at war, sex, racism, success, politics, and pollution in America and reminds us how to see the truth.From the Trade Paperback edition.;['fiction', 'non-fiction'];209
6858;Hot Six Stephanie Plum 6;1390.0;;;['fiction', 'mystery, thriller, crime'];210
30119;Where the Sidewalk Ends;176.0;1029527.0;"Where the Sidewalk Ends turns forty! Celebrate with this anniversary edition that features an eye-catching commemorative red sticker. This classic poetry collection, which is both outrageously funny and profound, has been the most beloved of Shel Silverstein's poetry books for generations.
Where the sidewalk ends, Shel Silverstein's world begins. There you'll meet a boy who turns into a TV set and a girl who eats a whale. The Unicorn and the Bloath live there, and so does Sarah Cynthia Sylvia Stout who will not take the garbage out. It is a place where you wash your shadow and plant diamond gardens, a place where shoes fly, sisters are auctioned off, and crocodiles go to the dentist.
Shel Silverstein's masterful collection of poems and drawings is one of Parent & Child magazine's 100 Greatest Books for Kids. School Library Journal said, ""Silverstein has an excellent sense of rhythm and rhyme and a good ear for alliteration and assonance that make these poems a pleasure to read aloud.""
Shel Silverstein's incomparable career as a children's book author and illustrator began with Lafcadio, the Lion Who Shot Back. In 1964, Shel's creativity continued to flourish as four more books were published in the same year--Don't Bump the Glump!, A Giraffe and a Half, Who Wants a Cheap Rhinoceros?, and the beloved classic The Giving Tree. Later he continued to build his remarkable body of work with Where the Sidewalk Ends, A Light in the Attic, Falling Up, Every Thing On It, The Missing Piece, The Missing Piece Meets the Big O, and Runny Babbit.";['poetry', 'children', 'fiction', 'young-adult', 'fantasy, paranormal', 'non-fiction'];211
7791997;Crescendo Hush Hush 2;1824.0;;;['fiction'];212
19063;The Book Thief;559.0;;The extraordinary, beloved novel about the ability of books to feed the soul even in the darkest of times.    When Death has a story to tell, you listen.    It is 1939. Nazi Germany. The country is holding its breath. Death has never been busier, and will become busier still.    Liesel Meminger is a foster girl living outside of Munich, who scratches out a meager existence for herself by stealing when she encounters something she can’t resist–books. With the help of her accordion-playing foster father, she learns to read and shares her stolen books with her neighbors during bombing raids as well as with the Jewish man hidden in her basement.     In superbly crafted writing that burns with intensity, award-winning author Markus Zusak, author of I Am the Messenger, has given us one of the most enduring stories of our time.     “The kind of book that can be life-changing.” —The New York Times;['fiction', 'history, historical fiction, biography'];213
234225;Dune Dune Chronicles 1;;;;['fiction'];214
439288;Speak;345.0;;Sketches of sixteen of Churchill's favorite historical characters selected from his four-volume A history of the English-speaking Peoples, followed by a profile of Sir Winston drawn from autobiographical writings and speeches.;['history, historical fiction, biography', 'young-adult'];215
18774964;A Man Called Ove;;;;['fiction'];216
872333;Blue Bloods Blue Bloods 1;302.0;117633.0;"When the Mayflower set sail in 1620, it carried on board the men and women who would shape America: Miles Standish; John Alden; Constance Hopkins. But some among the Pilgrims were not pure of heart; they were not escaping religious persecution. Indeed, they were not even human. They were vampires.The vampires assimilated quickly into the New World. Rising to levels of enormous power, wealth, and influence, they were the celebrated blue bloods of American society.
The Blue Bloodsvowed that their immortal status would remain a closely guarded secret. And they kept that secret for centuries. But now, in New York City, the secret is seeping out. Schuyler Van Alen is a sophomore at a prestigious private school. She prefers baggy, vintage clothes instead of the Prada and pearls worn by her classmates, and she lives with her reclusive grandmother in a dilapated mansion. Schuyler is a loner...and happy that way. Suddenly, when she turns fifteen, there is a visible mosaic of blue veins on her arm. She starts to crave raw food and she is having flashbacks to ancient times. Then a popular girl from her school is found dead... drained of all her blood. Schuyler doesn't know what to think, but she wants to find out the secrets the Blue Bloods are keeping. But is she herself in danger?";['young-adult', 'fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime'];217
13006;Julius Caesar;139.0;;Presents the original text of Shakespeare's play side by side with a modern version, discusses the author and the theater of his time, and provides quizzes and other study activities.;['children', 'fiction', 'history, historical fiction, biography', 'young-adult'];218
11857408;Fifty Shades Darker Fifty Shades 2;590.0;;Daunted by the singular tastes and dark secrets of the beautiful, tormented young entrepreneur Christian Grey, Anastasia Steele has broken off their relationship to start a new career with a Seattle publishing house.  But, desire for Christian still dominates her every waking thought, and when he proposes a new arrangement, Ana cannot resist. They rekindle their searing sensual affair, and Ana learns more about the barrowing past of her damaged, driven, and demanding Fifty Shades.  While Christian wrestles with his inner demons, Ana, must confront the anger and envy of the woman who came before her, and make the most important decision of her life.;['fiction', 'romance'];219
1554;Oedipus Rex The Theban Plays 1;110.0;;Oedipus Rex chronicles the story of Oedipus, a man that becomes the king of Thebes and was always destined from birth to murder his father Laius and marry his mother Jocasta. The play is an example of a classic tragedy, noticeably containing an emphasis on how Oedipus's own faults contribute to the tragic hero's downfall, as opposed to having fate be the sole cause. Over the centuries, Oedipus Rex has come to be regarded by many as the Greek tragedy par excellence.;['fiction'];220
2233407;From Dead to Worse Sookie Stackhouse 8;348.0;;After the natural disaster of Hurricane Katrina and the manmade explosion at the vampire summit, everyone—human and otherwise—is stressed, including Louisiana cocktail waitress Sookie Stackhouse, who is trying to cope with the fact that her boyfriend Quinn has gone missing. It's clear that things are changing—whether the weres and vamps of her corner of Louisiana likeit or not. And Sookie—Friend to the Pack and blood-bonded to Eric Northman, leader of the local vampire community—is caught up in the changes.In the ensuing battles, Sookie faces danger, death, and once more, betrayal by someone she loves. And when the fur has finished flying and the cold bloodfinished flowing, her world will be forever altered.;['fantasy, paranormal', 'fiction', 'mystery, thriller, crime'];221
170210;Dead as a Doornail Sookie Stackhouse 5;297.0;170673.0;Small-town cocktail waitress Sookie Stackhouse has had more than her share of experience with the supernatural--but now it's really hitting close to home. When Sookie sees her brother Jason's eyes start to change, she knows he's about to turn into a were-panther for the first time--a transformation he embraces more readily than most shapeshifters she knows. But her concern becomes cold fear when a sniper sets his deadly sights on the local changeling population, and Jason's new panther brethren suspect he may be the shooter. Now, Sookie has until the next full moon to find out who's behind the attacks--unless the killer decides to find her first...;['fantasy, paranormal', 'fiction', 'romance', 'mystery, thriller, crime', 'young-adult'];222
