
"Every now and then, when all the planets are in proper alignment, fate smiles on one lone warrior... Hope Earth is no longer able to support human life and trying to scratch out a meager existence is nearly impossible. Hope is reluctantly forced to sign up for the intergalactic brides program. Just as she’s getting desperate, she finds a tolerable species willing to purchase her contract... Because nothing is ever that easy, her ship gets hit by raiders and Hope can’t manage keep her big mouth shut when their alien captors begin tormenting one of the younger women. Jettisoned into space, her one and only chance at survival, is in the hands of a Draconian warrior... Larok Larok is a lone sentinel, standing guard for his mother ship. When he comes across a frail human queen, his world tilts out of alignment. Saving her means a nasty death if his vicious Draconian queen finds out he rescued her. Risking his own life is one thing, but risking the life of his entire family and small son is another! Snagging the beautiful human out of harm’s way results in battling against the Draconian fleet, destroying a planet and stealing a wormhole device that's their only chance at escape. Larok finds himself forced to reach his hand into the dragon’s mouth, desperate to pull victory from the jaws of defeat. By the time it’s all finished, he will either die in the glorious battle of a lifetime, or end up mated to the most attractive human female in the galaxy!",Fiction,243.0,,Alien Warriors Wife Brion Brides 2
"A head server at a renowned NYC restaurant dishes out stories and trade secrets from the world of fine dining in this behind-the-scenes memoir. While recent college grad Phoebe Damrosch was figuring out what to do with her life, she supported herself by working as a waiter. Before long she was a captain at the legendary four-star restaurant Per Se, the culinary creation of master chef Thomas Keller. Service Included is the story of her experiences there: her obsession with food, her love affair with a sommelier, and her observations of the highly competitive and frenetic world of fine dining. Along the way, she provides insider dining tips, such as: Never ask your waiter what else he or she does. Never send something back after eating most of it. Never make gagging noises when hearing the specials—someone else at the table might like to order one.",Biography & Autobiography,244.0,,Service Included FourStar Secrets of an Eavesdropping Waiter
,,,,The Seventh Traveler
"When the future collides with the past, all bets are off. Colonel Braedon Carey thought a routine test flight through a time-space portal would be just that—routine. Instead, he crash-lands in 1890s Texas, where horses outnumber hovercraft and corsets are considered advanced tech. Enter Olivia Carstairs, inventor, rebel, and woman way ahead of her time—literally. Her experimental device just blew her boss into oblivion, and now she’s on the run from a mysterious and sinister pursuer known only as Dr. Smith. (Spoiler: he's definitely not here for a friendly chat.) When Brae and Olivia cross paths, sparks fly—between their worlds and their hearts. To get back to the future, they'll need to outrun a shadowy enemy, outwit time itself, and maybe admit that falling for someone from another century isn't the worst thing that could happen. Time travel, steampunk flair, danger, dashing military men, and a heroine who builds her own future—literally.Get tangled up in this fast-paced romantic adventure that bends time, twists tropes, and delivers all the feels.",Fiction,107.0,,Tangled in Time Project Enterprise 3
,Fiction,192.0,,La primavera dei maimorti
"Tu dici California e pensi al Golden Gate di San Francisco, alle spiagge sabbiose di Malibu, agli studi cinematografici di Hollywood. E invece, appena più giù, c’è un’altra California, che a metà Ottocento seppe resistere all’avanzata delle truppe statunitensi e conservare la propria integrità e indipendenza. È la Baja California, la California messicana: la più lunga penisola del mondo, quasi duemila chilometri conficcati nel cuore dell’Oceano Pacifico.Pino Cacucci è ritornato nel “suo” Messico per attraversarla e per raccontarla, da sud a nord, da La Paz alla frontiera di Tijuana. Lungo la Carretera Federal 1, detta anche Transpeninsular, ha raccolto storie di pirati e tesori sepolti, di gesuiti e missioni abbandonate, di indios e viaggiatori perduti. Sulle orme di Steinbeck, che qui viaggiò nel 1940, ha riscoperto leggende di regine e perle giganti. E ovviamente si è immerso nella strepitosa natura della Baja, nelle sterminate distese di cactus, nel paesaggio lunare delle saline, nelle montagne che hanno forma di donna. E nelle baie d’incanto dove le balene si avvicinano allegre per giocare con le barche dei pescatori. Perché il Messico fu il primo paese, più di sessant’anni fa, a creare riserve protette per questi animali dall’intelligenza misteriosa, e loro lo sanno – lo hanno certamente capito – che gli uomini non sono tutti assassini, e che da queste parti vive un’umanità più autentica e amichevole..",Travel,141.0,1.0,Le balene lo sanno Viaggio nella California messicana
"The final arc of Season 10! In this season-finale story arc, the team is splintered after a confrontation with the Soul Glutton and the Mistress. As Buffy tries to bring the team together, insecurities plague her relationship with Spike. To make matters worse, a new Big Bad makes a move to capture the Vampyr book! Buffy must trust in herself to make the right choice and bear the burden of protecting the book from the monsters who wish to abuse it. Collects Buffy Season 10 #26–#30, as well as the eight-page short story from the 2016 Dark Horse Day Sampler.",Comics & Graphic Novels,145.0,,Buffy the Vampire Slayer Own It Part 1 Season 10 26
"Have you ever questioned why you believe a particular point of faith? Have you ever dissected why you believe certain things? Are the traditions in your church in harmony with the Word of God? You may need to Walk Backwards. All us do at one time or another. You need to retrace your steps and find why and how you learned what you learned, and then ask the most important question: Should I keep it, or kick it to the curb?",Religion,124.0,,Walking Backwards The Process of Unlearning
"How to get a good reputation—deserved or not!—and why we care what other people think Why does a fish only bite another fish if no one else is watching? Why do people overshare online? Why do some people meet trivial insults with extreme violence? Why do so many gods have multiple eyes? In People Will Talk, science writer John Whitfield shows how reputation helps answer all of these questions, and more. What is the secret to getting get a good reputation? Unfortunately, there's more to reputation than being a good person or being good at what you do. Your reputation belongs to other people, and it's created by what they say about you behind your back. You have a good reputation only if you have a strong social network—a large and close-knit network of friends, family, and allies—to spread good news about you and shout down ugly rumors. If you’ve ever wondered why we care about the lives of celebrities, why young men publicly upload to the Internet pictures of themselves engaged in drunken or dangerous antics, how to make the “honor system” a little more widely honored, how to keep politicians honest, or what keeps gossip going, reputation will give you a clue. Almost from the moment we are born, we are trying to work out whom we can trust and trying to make others think the best of us. We carry on doing so throughout life, even when we don't realize it, every time we meet another person in business, friendship, or romance; every time we read celebrity gossip; and every time we tweak our Facebook profiles. Whether you’re buying a car or selling one, looking for a job or hiring, asking someone out on a date or deciding whether to accept the invitation, reputation matters. Read People Will Talk and discover how to polish your own reputation, understand what you hear about others, and make the most of both.",Social Science,219.0,,People Will Talk The Surprising Science of Reputation
"Legalism! Almost no one is neutral on the subject. Some see a legalist behind every attempt to encourage holiness in the lives of God’s people, while others fail to see that they have fallen into the clutches of legalistic thinking. In the name of calling people to righteousness, many add to the Word of God and form a system destined to end in an unbiblical approach to godly living. The results of legalism are devastating. Many fail to learn to think, or at least think biblically, but continue to conform to the rules that have been laid before them. Robotic in their obedience, they never experience the joy of the freedom available in Christ. Others rebel, not only against the system, but against even those teachings that are true to the Scriptures. These rebels often leave their families and the church in pursuit of personal pleasure. In so doing they find themselves becoming slaves to sin. This book is designed to expose legalism and its tragic results, and then point the way to a true holiness that is based in biblical motivations. Christ is glorified only through truly holy lives.",Religion,122.0,,Robots or Rebels The Dangers of Growing Up a Legalist and Biblical Motivations for True Holiness
"""A haunting voyage through the peculiar--and peculiarly American--world of human skull collecting. Ann Fabian's remarkable and moving study illuminates as few other works have the powerful hold that the dead and their remains continue to have upon the living"". Karl Jacoby, author of Shadows at Dawn: A Borderlands Massacre and the Violence of History.",History,283.0,,The Skull Collector
,,,,Girl Fight
The book is about zoo animals driving through the zoo while picking up different kinds of animals. The last to get on the bus is children and the start to get the animals to dance. The bus driver lets everybody off the bus.,Juvenile Fiction,25.0,,On the Growl
"In his debut collection, Christian Winn throws his readers unabashedly into a world of characters on the brink. Naked Me, though despondent in places, is steeped in hope with characters willing to believe they might find peace, or at least a semblance of understanding within the earnest clutter of love, addiction, friendship, and dreams.",Fiction,209.0,,Naked Me
,,,,Reluctant Guardian
"Remembering Well offers family members, clergy, funeral professionals, and hospice workers ways to plan services and rituals that honor the spirit of the deceased and are faithful to that person's values and beliefs, while also respecting the needs and wishes of those who will attAnd the services. It is an essential resource for anyone who yearns to put death in a spiritual context but is unsure how to do so-including both those who have broken with tradition and those who wish to give new meaning to the time-honored rituals of their faith. The real-life stories, examples, and practical guidelines in this book address a wide array of important issues, including the difficult decisions that survivors must make quickly when a death occurs-and the sensitive topic of family alienation, where possibilities for healing, forgiveness, and hope are explored. The invaluable insights offered here will help those who grieve to prepare mind and spirit for life's final rites of passage.",Religion,241.0,,Remembering Well Rituals for Celebrating Life and Mourning Death
"Her dad went crazy. Her mom left town. She has bills to pay and a little sister to look after. Now is not the time for level-headed seventeen-year-old Lucille to fall in love. But love is what she¿s about to experience when she falls for Digby Jones, her best friend¿s brother. Estelle Laure¿s soulful debut will keep readers hooked and hoping until the very last page.",Young Adult Fiction,0.0,1.0,La magia de las pequeas cosas
,,,,The Bald Bandit
"Z was just the beginning! With A to Z Mysteries® Super Editions, chapter book readers keep on collecting clues and solving mysteries with Dink, Josh, and Ruth Rose. Now with over 8 million copies in print, this classic kid-favorite series is back with a bright new look! Welcome to summer camp for detectives! The kids can’t wait to spend a week following clues and learning about the science of crime solving. Soon all the campers are working on a mystery. But while Dink, Josh, and Ruth Rose are figuring out their part of the puzzle, they stumble onto something suspicious. Could a real crime be happening at detective camp? Look for hidden messages inside A to Z Mysteries® Super Editions!",Juvenile Fiction,145.0,2.0,Detective Camp A to Z Mysteries Super Edition 1
"Scheduled to open July 3, 2002, ""Men in Black II"" once again features Will Smith and Tommy Lee Jones as Agents Jay and Kay. In ""The Alien Handbook, "" Agent Zed explains in the Introduction this handbook does not exist. But if it did, it would identify alien beings living on Earth, from evil Serleena to the wily Worm Guys. Photos.",,,,Men In Black
Stepping Stone Book/A to Z Mysteries Series #11.,,0.0,,The Kidnapped King A to Z Mysteries 11
,,,,Behind the Curtain
,,,,El oficio de rey
"A visionary classic by a highly respected Ute healer and mystic. Joseph Rael teaches that all existence is vibration. From human breath and heartbeat, to the pulsating energies of subatomic particles, to the expansion and contraction of stars and the universe itself, pulsation-vibration is inherent in all that exists. Rael shows how we may experience spiritual reality through drumming, chanting, and vision quests.","Body, Mind & Spirit",202.0,,Being Vibration
,Corvus corax,208.0,,A Season for Ravens
"After a man is almost killed in a bombing raid, the married woman with whom he has been having an affair breaks away from him.",Fiction,194.0,3.0,The Affair
"Une introduction à l'agriculture sauvage Au cours des quarante dernières années Masanohu Fukuoka a témoigné avec indignation de la dégénérescence de la terre et de la société japonaise. Comme un seul homme, les japonais ont suivi le modèle américain de développement économique et industriel, abandonnant leur riche héritage de travail simple et proche de la terre. Mais M. Fukuoka était déterminé à ne pas abandonner l'agriculture traditionnelle. Il l'affina, au contraire, à tel point que sa méthode d'agriculture sauvage demande moins de travail et cause moins de dégâts à la nature qu'aucune autre méthode tout en maintenant les mêmes rendements à l'hectare que les paysans voisins. Dans cet ouvrage d'une profonde sensibilité et qui fait réfléchir, M. Fukuoka décrit les événements qui l'ont conduit à développer sa méthode d'agriculture sauvage et l'impact qu'elle a eu sur sa terre, lui-même, et les milliers de personnes à qui il l'a enseignée. Il décrit la méthode elle-même et pourquoi il croit qu'elle offre un modèle pratique et stable de société basée sur la simplicité et la permanence. M. Fukuoka fait preuve d'une compréhension profonde des interactions entre l'agriculture et les autres aspects de la culture. Il sent que l'agriculture sauvage a son origine dans la santé spirituelle de l'individu. Il considère que la guérison de la terre et la purification de l'esprit humain sont la même chose et propose une manière de vivre et de cultiver où ce processus puisse se réaliser. Ce livre a pour but de changer les attitudes envers la nature, l'agriculture, la nourriture, la santé physique et spirituelle.",Technology & Engineering,259.0,,La rvolution dun seul brin de paille
"In graphic detail, former SO19 Black Team leader, Steve Collins follows the Metropolitan Police Specialist firearms unit, The Glory Boys, on a trail that leads from shoot-outs with dealers in Britain, to the capture of Mr Big, a notorious Columbian drugs dealer.",Police,224.0,,The Glory Boys Truelife Adventures of Scotland Yards SWAT the Last Line of Defence in the War Against International Crime
"Um único volume não foi suficiente para descobrirmos todos os bichinhos que escondem charadas muito divertidas em seus nomes, por isso novos integrantes que ficaram de fora do volume I reivindicaram, com razão suas participações, e estão aqui no volume II para a nossa alegria. Desta vez o orangotango, o tatu, a jiboia, a lombriga, o linguado e até o urubu se fizeram presentes por aqui para aguçar a imaginação dos pequenos em um jogo divertido de palavras e cores que prometem ficar para sempre na nossa memória afetiva. Estão preparados para estas novas descobertas que vão mudar o nosso jeito de olhar estes bichinhos para sempre?",Juvenile Fiction,40.0,,Charada
,American drama,44.0,,A Table by the Window Two Blue Doors 1
,Castlecomer (Ireland),232.0,,In the Shadows Lark 2
"NEW YORK TIMES BEST SELLER From the author of My Spiritual Inheritance, No More Sheets, Matters of the Heart Devotions for Women, and A Heart for Jesus. Discover how the seed of true prayer is separated from the chaff of selfish desires. Encouraging you to carry the needs of others to the Lord, Bynum offers practical advice on becoming a ""doer"" of the Word and a ""living sacrifice"" as you learn to pray with power. Includes in-depth questions and journal pages.",Religion,309.0,,The Threshing Floor How to Know Without a Doubt that God Hears Your Every Prayer
,Air pilots,101.0,,G8 and His Battle Aces 11 The Hurricane Patrol
"Peut-on rêver plus beau _ et plus rare _ corpus de textes que les écrits autobiographiques de trois générations d'hommes du XVIe siècle (1499-1628), plus belle étude de cas aussi de l'apparition d'une dynastie de la bourgeoisie urbaine caractéristique des sociétés d'Ancien Régime? Au commencement est le père, Thomas Platter, dit le Vieux (1499-1582), petit berger misérable du Valais qui va tenter sa chance comme mendiant itinérant dans une partie de l'Europe germanique puis à Bâle. Il y est ouvrier cordier et bientôt devient un authentique intellectuel sur le mode humaniste: l'ancien illettré est un professeur renommé de latin, de grec et d'hébreu. Mieux encore, il s'établit comme patron imprimeur dans une ville très tôt et largement (mais avec modération) passée à la Réforme: c'est de ses presses que sortira la première édition latine de l'Institution chrétienne de Calvin en 1536. Assez à l'aise pour acquérir un domaine à la campagne, il peut aussi payer à son fils (né en 1536) des études de médecine à Montpellier, université très réputée en ce domaine, et lui offrir une pérégrination (à cheval, alors que lui-même circulait à pied dans sa jeunesse) en France et dans certaines contrées circonvoisines _ une sorte de voyage initiatique. Investissement judicieux: Felix Platter, "" médecin de ville "" à Bâle, brûle les étapes. Le voilà professeur de médecine, doyen, recteur, auteur de livres médicaux et de physique, nouant des liens avec le réformateur David Joris comme avec Montaigne. Il épouse la fille d'un grand chirurgien bâlois. Le praticien est à présent un patricien. L'histoire ne s'arrête pas là. Sur le tard, à près de soixante-dix ans, en 1574, Thomas a, d'une seconde femme, un autre fils (prénommé Thomas également), qui représente en quelque sorte la troisième génération _ il sera élevé en partie par son aîné. Thomas II lui aussi voyage, lui aussi embrasse la carrière médicale, lui aussi racontera certains épisodes de sa vie. A eux trois, les Platter traversent en tous sens le temps et l'espace de l'Europe de la Renaissance, de la Réforme et du Baroque. Leurs souvenirs et les informations recueillies par ailleurs jettent sur leurs personnalités et sur le monde dans lequel ils se meuvent une lumière incomparable. Acteurs (et bénéficiaires) d'une ascension sociale remarquable (le mendiant a fait de son fils un grand professeur et un médecin des princes), nés dans l'Europe rhénane (l'un des foyers les plus novateurs de la civilisation du temps), voyageurs, écrivains, collectionneurs, ces protestants répondent pleinement au portrait de l'homme de la première époque moderne. Comment l'historien aux mille curiosités qu'est Emmanuel Le Roy Ladurie _ l'analyste attentif de la vie des habitants de Montaillou au XIVe siècle, le chercheur qui a décrit l'histoire du climat depuis l'an mil, le spécialiste des paysans du Languedoc et l'évocateur du Carnaval de Romans, l'auteur de deux des cinq volumes d'une ample Histoire de France _ aurait-il résisté à la fascination exercée par cette famille? A partir des récits qu'elle a laissés, il dresse avec verve, à travers ses trois héros, une chronique pittoresque et savante de treize décennies durant lesquelles l'Europe du Moyen Age a donné naissance au Grand Siècle. Professeur au Collège de France, administrateur général de la Bibliothèque nationale (1987-1994), Emmanuel Le Roy Ladurie est membre de l'Institut (Académie des sciences morales et politiques).",History,400.0,,Le mendiant et le professeur Le Sicle des Platter 14991628 1
"Surviving Heroin is designed to be of use to addiction and women's studies scholars and to drug treatment practitioners, social workers and other advocates for women's health. This ethnographic account of the experiences of 37 women who use methadone - heroin survivors whose lives continue to be controlled by methadone and by the clinics that dispense it - concentrates on women in Florida who grew up during the 1950s and 1960s. The authors explore the intersection of drug use and race, class and gender oppression.",Medical,232.0,,Surviving Heroin Interviews with Women in Methadone Clinics
Frank will do anything to keep his mother and father apart. But he's carrying baggage - and it might just weigh him down ...,Fiction,0.0,,The Burden A Family Saga
"A sole survivor. Ghosts of the long dead. A connection stronger than life.When Emily becomes the only survivor of a devastating London terrorist attack, she is the focus of media attention...but they don't know the half of it. Strange things are happening to Emily and she just wants it to stop- doesn't she? A gripping modern ghost story which delves into a world between the earthly and the unearthly...and between the living and the dead. Welcome, to the Inbetween.*All profits to be donated to the NHS",,232.0,,Surviving Emily
"Here’s CHIP HARRISON—the second series character created by Lawrence Block, bestselling author of A WALK AMONG THE TOMBSTONES... How can a series predicated on the hero’s sexual innocence survive past a second book? How can our Chip remain the same age forever? Simple, Block decided, and put our Lecher in the Wry to work for a private detective, the remarkable Leo Haig. Haig believes that Nero Wolfe really exists, and that if he distinguishes himself professionally he may one day be invited to dine at the Great Man’s table. And Chip hires on as Haig’s eyes and ears—if not his nose and throat. MAKE OUT WITH MURDER is at once a tightly plotted murder mystery, a Nero Wolfe pastiche, and a wildly funny and erotic romp featuring five beautiful sisters and some rare coins. Trust me, you’ll love it.",Fiction,,,Make Out With Murder Chip Harrison 3
,Business & Economics,132.0,,Indecent Proposals
,History,848.0,,Ascesa e declino delle grandi potenze
"De comfortabele routine van Olivier, professor in de kunstgeschiedenis aan de Sorbonne, raakt ontwricht wanneer zijn baas hem vraagt om als mentor van een uitwisselingsstudente op te treden. De stugge Nederlandse rakelt een geschiedenis op die Olivier had willen vergeten, maar die tegelijk het kostbaarste is dat hij bezit. Tegen beter weten in zoekt hij toenadering tot de studente, en geeft haar een advies dat hij zelf nooit heeft opgevolgd. Maar Fie heeft haar eigen leven. Zij worstelt met een onmogelijke keuze: streven naar het allerhoogste, en eraan kapot gaan of nooit beginnen om niet te falen. Ze voert koppig verzet tegen haar eigen levensangst en daagt Olivier uit hetzelfde te doen. De hemel boven Parijs gaat over de leugens die wij voor onszelf bedenken om niet te hoeven doen wat we het meest verlangen. Bovendien is het een van de meest opvallende liefdesverhalen van de Nederlandse literatuur van nu, en een betoverende entree van een jonge auteur.",Fiction,176.0,,De hemel boven Parijs
"Traces the life and career of the Nazi propaganda minister, describing how he became a member of Hitler's inner circle as well as unusual aspects of his character, including his all-consuming jealousy of his rivals and his obsession with sex.",Biography & Autobiography,400.0,,Joseph Goebbels
,,,,CookaDoodleDoo
"Months after her sister dies, a death for which she is blamed, Violet must help when her mother goes into premature labor during a freak blizzard.",Fiction,321.0,,Sing in the Morning Cry at Night
"THE ASSEMBLED PARTIES welcomes us to the world of the Bascovs, an Upper West Side Jewish family in 1980. In a sprawling Central Park West apartment, former movie star Julie Bascov and her sister-in-law Faye bring their families together for their traditional holiday dinner. But tonight, things are not usual. A houseguest has joined the festivities for the first time and he unwittingly—or perhaps by design—insinuates himself into the family drama. Twenty years later, as 2001 approaches, the Bascovs' seemingly picture-perfect life may be about to crumble. A stunning play infused with humor, THE ASSEMBLED PARTIES is an incisive portrait of a family grasping for stability at the dawn of a new millennium.",Performing Arts,91.0,,The Assembled Parties
"Rebecca Solnit's essay 'Men Explain Things to Me' has become a touchstone of the feminist movement, inspired the term 'mansplaining', and established Solnit as one of the leading feminist thinkers of our time - one who has inspired everyone from radical activists to Beyonc Knowles. Collected here in print for the first time is the essay itself, along with the best of Solnit's feminist writings. From rape culture to mansplaining, from French sex scandals to marriage and the nuclear family, from Virginia Woolf to colonialism, these essays are a fierce and incisive exploration of the issues that a patriarchal culture will not necessarily acknowledge as 'issues' at all. With grace and energy, and in the most exquisite and inviting of prose, Rebecca Solnit proves herself a vital leading figure of the feminist movement and a radical, humane thinker.",Literary Collections,93.0,,Men Explain Things to Me
"On November 1, 1755—All Saints' Day—a massive earthquake struck Europe's Iberian Peninsula and destroyed the city of Lisbon. Churches collapsed upon thousands of worshippers celebrating the holy day. Earthquakes in Human History tells the story of that calamity and other epic earthquakes. The authors, Jelle Zeilinga de Boer and Donald Theodore Sanders, recapture the power of their previous book, Volcanoes in Human History. They vividly explain the geological processes responsible for earthquakes, and they describe how these events have had long-lasting aftereffects on human societies and cultures. Their accounts are enlivened with quotations from contemporary literature and from later reports. In the chaos following the Lisbon quake, government and church leaders vied for control. The Marquês de Pombal rose to power and became a virtual dictator. As a result, the Roman Catholic Jesuit Order lost much of its influence in Portugal. Voltaire wrote his satirical work Candide to refute the philosophy of ""optimism,"" the belief that God had created a perfect world. And the 1755 earthquake sparked the search for a scientific understanding of natural disasters. Ranging from an examination of temblors mentioned in the Bible, to a richly detailed account of the 1906 catastrophe in San Francisco, to Japan's Great Kanto Earthquake of 1923, to the Peruvian earthquake in 1970 (the Western Hemisphere's greatest natural disaster), this book is an unequaled testament to a natural phenomenon that can be not only terrifying but also threatening to humankind's fragile existence, always at risk because of destructive powers beyond our control.",Nature,304.0,,Earthquakes in Human History The FarReaching Effects of Seismic Disruptions
"Warrior Patient Heartbeats is Edition II of an upbeat story of recovery from problems created by today's medical system, supposedly designed to prevent them. It is also a romantic love story between a husband and a wife who saves him, physically as well as mentally. The book is filled with humor, because the author knows, and shows, that laughter is the best medicine. This book contains updated information and is 392 pages long (in book format), 40 pages more than the original Warrior Patient. The author is a Marine, an ex-NYC cop, and a journalist nominated twice for a Pulitzer when he worked for The New York World-Telegram & Sun, over 50 years ago. Today, he is an award-winning author of three books. The original Warrior Patient had well over 100 positive reviews. The best one, from satirical writer Robert Eggleton, says: ""This book may have saved my life."" A retired physician said the book: ""Should be required reading for doctors."" ""This book is ... a comfort, it is a love-story, it is important.""-- WordsAPlenty ""Humor is the best doctor you will ever know."" Williams ... follows his own advice. - KirkusReviews. ""A great 'how-to' in overcoming diseases with laughter, good doctors, love, and guts."" - Dennis Waller. ""It's a witty story full of unexpected humor."" - Readers' Favorite ""Save your life and read this book"" - Patrick Middleton, author 100,000 patients die, and nine million suffer injury every year. If medical mistakes were a disease, it would be the sixth leading cause of deaths in America. As you read Warrior Patient Heartbeats, you become one of the nine million who suffers injury every year. You take an extraordinary, often amusing journey into the quicksand of modern medicine. In the midst of a long list of life-threatening illnesses, you learn to laugh as you survive. ""A strong 5-star rating ... read this book now, not tomorrow or the next day, but now."" -- WordsAPlenty.",,380.0,,Warrior Patient How to Beat Deadly Diseases With Laughter Good Doctors Love and Guts
"The concept of the avant garde is highly contested, whether one consigns it to history or claims it for present-day or future uses. The first volume of The Idea of the Avant Garde – And What It Means Today provided a lively forum on the kinds of radical art theory and partisan practices that are possible in today’s world of global art markets and creative industry entrepreneurialism. This second volume presents the work of another 50 artists and writers, exploring the diverse ways that avant-gardism develops reflexive and experimental combinations of aesthetic and political praxis. The manifest strategies, temporalities, and genealogies of avant-garde art and politics are expressed through an international, intergenerational, and interdisciplinary convocation of ideas that covers the fields of film, video, architecture, visual art, art activism, literature, poetry, theatre, performance, intermedia and music.",Art,437.0,,what it means to be avantgarde
"The Philippics form the climax of Cicero’s rhetorical achievement and political activity. Besides, these fourteen speeches are an important testimony to the critical final phase of the Roman Republic. Yet for a long time they have received little scholarly attention. This two-volume edition now provides a comprehensive scholarly commentary on Philippics 3-9, seven central speeches of the corpus. Full annotations explain the speeches in terms of linguistic, literary and historical issues (vol. 2); they are based on a revised Latin text with a facing translation into English as well as a detailed introduction dealing with problems relevant to the whole corpus; a bibliography and indices complete the edition (vol. 1). Besides a running commentary on each speech, the study shows these orations to be rhetorical constructs in a historical conflict; hence particular emphasis is placed on an analysis of Cicero’s rhetorical techniques and political strategies. The format of the commentary is also intended to present scholarly information to a wide and diverse readership.",History,1180.0,,Philippics III
"In this second of the galactic adventures of Arthur Dent, he is transported from a prehistoric Earth to a cricket match at Lords' Cricket Ground, two days before the Earth is to be demolished by the Vogens.",Interplanetary voyages,227.0,,Life the Universe and Everything Hitchhikers Guide 3
"Mr. Prohack, written by Arnold Bennett and published in 1926, is a delightful and subtly humorous novel that explores the life of a middle-class British civil servant in the early 20th century. This novel offers a rich tapestry of social commentary, intricate character studies, and a captivating narrative that reflects the author's keen observations of human behavior and societal norms. The story revolves around the protagonist, Mr. Prohack, an ordinary man with an extraordinary capacity for self-reflection and adaptability. As a financial officer at the Ministry of Health, he embodies the quintessential bureaucrat, leading a mundane yet stable life. Mr. Prohack's comfortable existence is turned on its head when a sudden windfall of wealth enters his life in the form of an unexpected inheritance. This newfound fortune forces him to confront his priorities and reassess his relationships with his family and friends. From the outset, Bennett's sharp wit and cinematic storytelling engage the reader. Mr. Prohack is portrayed as a sympathetic and relatable character, undergoing a transformative journey that poignantly captures the complexities of human emotion and societal expectations. As he navigates the challenges that come with sudden wealth, the narrative delves into themes of identity, ambition, and the often ironic nature of fate. Bennett's writing combines humor with a profound understanding of human psychology, making Mr. Prohack a memorable and relatable figure. The novel is set against the backdrop of London's bustling social scene, replete with well-drawn supporting characters who each contribute to Mr. Prohack’s development. Among these characters are his family members, notably his strong-willed wife, the practical yet nurturing Mrs. Prohack, and their daughter, who becomes a source of both pride and frustration. The interplay between Mr. Prohack and his family reflects familiar domestic dynamics, showcasing Bennett's ability to capture the nuances of familial relationships. Mr. Prohack's interactions with his peers, as well as various members of society, further emphasize the contrasts between social classes and the challenges of maintaining one's identity amid changing circumstances. One of Bennett's strengths as an author lies in his detailed and vivid descriptions of setting and character, allowing readers to immerse themselves in the world of Mr. Prohack. The vibrancy of early 20th-century British society is depicted through lively descriptions of bustling streets, elegant social gatherings, and the contrasting environments of wealth and poverty. These details create a rich context for the story, illustrating how the external world influences and shapes the inner lives of the characters. The novel’s humor is deftly interwoven, providing moments of levity that balance the more serious undertones of Mr. Prohack’s journey. Bennett's comedic approach serves to underline the absurdities of social conventions and the challenges of navigating a world dictated by money and status. The character's internal monologues brim with irony and wit, allowing readers to observe Mr. Prohack's thoughts as he grapples with his new reality. This exploration of the human experience, combined with Bennett’s trademark humor, creates a narrative that is both entertaining and thought-provoking. As the story unfolds, Mr. Prohack must decide how to use his newfound wealth. Will he conform to societal expectations, or will he carve a unique path for himself? Bennett meticulously crafts the tension between Mr. Prohack's desire for personal fulfillment and the pressures of societal norms, ultimately leading to a climax that prompts deep reflection on authenticity and the essence of happiness. In conclusion, *Mr. Prohack* is a captivating exploration of identity, wealth, family, and societal expectations. Arnold Bennett masterfully conveys the complexities of human relationships as he chronicles Mr. Prohack’s journey through an unexpected financial boon. Through rich characters, an engaging narrative, and sharp social commentary, the novel stands as a testament to Bennett’s literary prowess. His keen insights into human nature and the world of post-World War I England make *Mr. Prohack* a timeless and relevant read, appealing to those interested in the intricacies of life, love, and self-discovery.",Fiction,352.0,,Mr Bennets Dutiful Daughter
"James T. Kloppenberg presents the history of democracy from the perspective of those who established its principles, offering a fresh look at how ideas about representative government, suffrage, and the principles of self-rule and ideals have shifted over time and place.",History,909.0,,Toward Democracy The Struggle for SelfRule in European and American Thought
"My name is Kevin Hollingsworth and I would like to touch your heart. I would like to bring a love so special to your tender soul after your heart has been touched. Bring love to your spirit after your heart and soul have been fulfilled. Bring love to your being after your heart, soul, and spirit have together realized this great wonder. Love brings happiness to this life; happiness and more is what I want for you.",Literary Collections,30.0,,Romance with a Touch of Love
,,,,Desert Heat
"Operation Midnight Climax: LSD, Spies, and the Dark Side of the CIA is a gripping exposé of one of the most secretive and ethically controversial programs in U.S. intelligence history. Drawing from declassified documents, eyewitness accounts, and meticulous research, author Keith Collar uncovers the CIA's clandestine experiments with LSD and psychological manipulation during the Cold War era. At the heart of this true story is Operation Midnight Climax, a covert program under the infamous MKUltra initiative. In a network of hidden testing facilities-including brothels rigged with surveillance equipment-CIA operatives administered psychoactive drugs to unwitting civilians in a quest to master mind control. This chilling account explores the origins of MKUltra, the agency's fascination with LSD, the unethical use of human test subjects, and the lasting implications on science, medicine, and civil liberties. With a sharp investigative lens, Collar details the psychological warfare strategies developed through these experiments, the involvement of prostitutes in intelligence work, and the broader cultural fallout as truth slowly emerged. From San Francisco's Tenderloin district to the corridors of CIA headquarters, Operation Midnight Climax reveals the moral boundaries crossed in the name of national security-and the human cost of unchecked power.",Political Science,0.0,,Operation Midnight
,,,,Drinas Dancing Year Drina 2
"""First published in Great Britain in 2008 by ticktock Media Ltd""--T.p. verso.",Juvenile Nonfiction,36.0,,Lost at Sea
